"","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"15249",15616,"Toukiden 2","PS3","2016","Action","Tecmo Koei",0,0,0.02,0,0.02
"15250",15617,"Koisuru Otome to Shugo no Tate Portable","PSP","2010","Adventure","Alchemist",0,0,0.02,0,0.02
"15251",15618,"PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana","3DS","2012","Action","Irem Software Engineering",0,0,0.02,0,0.02
"15252",15619,"Nodame Cantabile: Tanoshii Ongaku no Jikan Desu","DS","2010","Misc","Namco Bandai Games",0,0,0.02,0,0.02
"15253",15620,"Iridium Runners","PS2","2008","Racing","SouthPeak Games",0.01,0.01,0,0,0.02
"15254",15621,"Ben 10 Omniverse 2","3DS","2013","Action","Namco Bandai Games",0,0.02,0,0,0.02
"15255",15622,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere","PS2","2007","Adventure","Kadokawa Shoten",0,0,0.02,0,0.02
"15256",15623,"Bakumatsu Renka: Karyuu Kenshi-den","PS2","2007","Adventure","D3Publisher",0,0,0.02,0,0.02
"15257",15624,"Dancing on Ice","DS","2010","Sports","Ghostlight",0,0.02,0,0,0.02
"15258",15625,"Tiny Toon Adventures: Wacky Stackers","GBA","2001","Puzzle","Conspiracy Entertainment",0.01,0,0,0,0.02
"15259",15626,"Princess Frontier Portable","PSP","2011","Adventure","Alchemist",0,0,0.02,0,0.02
"15260",15627,"Rock Blast","Wii","2010","Puzzle","UFO Interactive",0.02,0,0,0,0.02
"15261",15628,"Touch Detective (JP sales)","DS","2006","Adventure","505 Games",0,0,0.02,0,0.02
"15262",15629,"Tomb Raider: Legend","PC","2006","Action","Eidos Interactive",0,0.01,0,0,0.02
"15263",15630,"Emergency Mayhem","Wii","2008","Racing","Codemasters",0.02,0,0,0,0.02
"15264",15631,"Rising Zan: The Samurai Gunman","PS","1998","Action","Agetec",0.01,0.01,0,0,0.02
"15265",15632,"Mai-Otome Hime: Otome Butou Shi","PS2","2006","Fighting","Sunrise Interactive",0,0,0.02,0,0.02
"15266",15633,"Robopon 2: Cross Version","GBA","2001","Role-Playing","Hudson Entertainment",0.01,0,0,0,0.02
"15267",15634,"TMNT: Mutant Melee","XB","2005","Fighting","Konami Digital Entertainment",0.01,0,0,0,0.02
"15268",15635,"Ultimate Puzzle Games","GBA","2005","Puzzle","Telegames",0.01,0,0,0,0.02
"15269",15636,"Combat Flight Simulator 3: Battle for Europe","PC","2002","Simulation","Microsoft Game Studios",0.01,0.01,0,0,0.02
"15270",15637,"Kimikare: New Semester","PSP","2012","Action","Idea Factory",0,0,0.02,0,0.02
"15271",15638,"Katekyoo Hitman Reborn! Kindan no Yami no Delta","PS2","2008","Action","Marvelous Interactive",0,0,0.02,0,0.02
"15272",15639,"Haneru no Tobira Wii: Girigirissu","Wii","2007","Misc","Namco Bandai Games",0,0,0.02,0,0.02
"15273",15640,"RoboCop","XB","2003","Shooter","Titus",0.01,0,0,0,0.02
"15274",15641,"Elminage II: Sousei no Megami to Unmei no Daichi","PSP","2009","Role-Playing","Starfish",0,0,0.02,0,0.02
"15275",15642,"Lara Croft and the Temple of Osiris","PC","2014","Action","Square Enix",0,0.02,0,0,0.02
"15276",15643,"Final Fantasy XIV: Heavensward","PC","2015","Action","Square Enix",0.01,0.01,0,0,0.02
"15277",15644,"Grisaia no Rakuen: Le Eden de la Grisaia","PSV","2014","Adventure","Prototype",0,0,0.02,0,0.02
"15278",15645,"Blazing Souls","PS2","2006","Role-Playing","Idea Factory",0,0,0.02,0,0.02
"15279",15646,"Seinaru Kana: Orichalcum no Na no Motoni","PSP","2012","Action","CyberFront",0,0,0.02,0,0.02
"15280",15647,"NHL 2K3","GC","2002","Sports","Sega",0.01,0,0,0,0.02
"15281",15648,"PDC World Championship Darts 2009","Wii","2009","Sports","Oxygen Interactive",0,0.02,0,0,0.02
"15282",15649,"Tour de France 2014","PS3","2014","Sports","Focus Home Interactive",0,0.02,0,0,0.02
"15283",15650,"The Hustle: Detroit Streets","XB","2006","Sports","Activision",0.01,0,0,0,0.02
"15284",15651,"Tail of the Sun","PS","1996","Role-Playing","ArtDink",0.01,0.01,0,0,0.02
"15285",15652,"Canada Hunt","Wii","2010","Sports","Virtual Play Games",0.02,0,0,0,0.02
"15286",15653,"Space Channel 5: Ulala's Cosmic Attack","GBA","2002","Misc","Atari",0.01,0,0,0,0.02
"15287",15654,"Airline Tycoon","PC","2000","Simulation","Interplay",0,0.01,0,0,0.02
"15288",15656,"Disney Sports Basketball","GBA","2002","Sports","Konami Digital Entertainment",0.01,0,0,0,0.02
"15289",15657,"Bejeweled Blitz","PC","2010","Puzzle","Mastertronic",0,0.01,0,0,0.02
"15290",15658,"Ozzy & Drix","GBA","2003","Platform","Midway Games",0.01,0,0,0,0.02
"15291",15659,"Barnyard Blast: Swine of the Night","DS","2008","Platform","Big Ben Interactive",0.02,0,0,0,0.02
"15292",15660,"SBK09 Superbike World Championship","PS3","2009","Racing","Black Bean Games",0,0.01,0,0,0.02
"15293",15661,"Song of the Deep","PC","2016","Action","Insomniac Games",0.02,0,0,0,0.02
"15294",15662,"Yamasa Digi World SP: Moeyo! Kung Fu Shukujo","PS2","2006","Misc","Yamasa Entertainment",0,0,0.02,0,0.02
"15295",15663,"Nobunaga no Yabou: Soutensoku with Power-Up Kit","PSP","2011","Strategy","Tecmo Koei",0,0,0.02,0,0.02
"15296",15664,"Disney Sports Football","GC","2002","Sports","Konami Digital Entertainment",0.01,0,0,0,0.02
"15297",15665,"Castle Shikigami 2","PS2","2004","Shooter","Play It",0.01,0.01,0,0,0.02
"15298",15666,"Wizardry Twin Pack","PS3","2011","Role-Playing","Acquire",0,0,0.02,0,0.02
"15299",15667,"Rabbids Invasion: The Interactive TV Show","PS4","2014","Misc","Ubisoft",0,0.01,0,0,0.02
"15300",15668,"Moe Star: Moeru Toudai Eigojuku","DS","2008","Misc","Mirai Shounen",0,0,0.02,0,0.02
"15301",15669,"Gadget Racers (PAL)","PS2","2002","Racing","Zoo Digital Publishing",0,0,0.02,0,0.02
"15302",15670,"Pulse Racer","XB","2003","Racing","Jaleco",0.01,0,0,0,0.02
"15303",15671,"Freestyle Metal X","GC","2003","Racing","Midway Games",0.01,0,0,0,0.02
"15304",15672,"Tegami Bachi: Kokoro Tsumugu Mono e","PSP","2010","Role-Playing","Konami Digital Entertainment",0,0,0.02,0,0.02
"15305",15673,"NEVES","DS","2007","Puzzle","Ignition Entertainment",0.01,0,0,0,0.02
"15306",15674,"Unreal Tournament 2004","PC","2004","Shooter","Atari",0,0.01,0,0,0.02
"15307",15675,"NBA 07","PS2","2006","Sports","Sony Computer Entertainment",0.01,0.01,0,0,0.02
"15308",15676,"Antiphona no Seikahime: Tenshi no Gakufu Op.A","PSP","2009","Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02
"15309",15677,"Rogue Trooper","XB","2006","Shooter","Eidos Interactive",0.01,0,0,0,0.02
"15310",15678,"Spirits & Spells","GC","2003","Platform","Wanadoo",0.01,0,0,0,0.02
"15311",15679,"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2","PS3","2015","Action","Namco Bandai Games",0,0,0.02,0,0.02
"15312",15680,"Balls of Fury","DS","2007","Sports","Zoo Digital Publishing",0.02,0,0,0,0.02
"15313",15681,"50 Classic Games","3DS","2012","Misc","Avanquest Software",0,0.02,0,0,0.02
"15314",15682,"The Longest Journey","PC","1999","Adventure","Empire Interactive",0,0.01,0,0,0.02
"15315",15683,"Eyeshield 21: Portable Edition","PSP","2006","Role-Playing","Konami Digital Entertainment",0,0,0.02,0,0.02
"15316",15684,"Stronghold Legends","PC","2006","Strategy","Take-Two Interactive",0,0.01,0,0,0.02
"15317",15685,"Kabushiki Baibai Trainer: Kabutore! Next","DS","2007","Simulation","Konami Digital Entertainment",0,0,0.02,0,0.02
"15318",15686,"Machi: Unmei no Kousaten","PSP","2006","Adventure","ChunSoft",0,0,0.02,0,0.02
"15319",15687,"Winning Post 8 2016","PS4","2016","Simulation","Tecmo Koei",0,0,0.02,0,0.02
"15320",15688,"Golden Nugget Casino DS","DS","2005","Misc","Majesco Entertainment",0.02,0,0,0,0.02
"15321",15689,"Machi-ing Maker 4","PS3","2011","Strategy","D3Publisher",0,0,0.02,0,0.02
"15322",15690,"World Class Rugby 2: Kokunai Gekitou Hen '93","SNES","1994","Sports","Misawa",0,0,0.02,0,0.02
"15323",15691,"Pirates PlundArrr","Wii","2010","Action","Majesco Entertainment",0.02,0,0,0,0.02
"15324",15692,"Robotics;Notes","PSV","2014","Adventure","5pb",0,0,0.02,0,0.02
"15325",15693,"Ketsui Death Label","DS","2008","Shooter","Arika",0,0,0.02,0,0.02
"15326",15694,"Prince of Stride","PSV","2015","Adventure","Kadokawa Games",0,0,0.02,0,0.02
"15327",15695,"Syberia II","PC","2004","Adventure","MC2 Entertainment",0,0.01,0,0,0.02
"15328",15696,"SD Gundam Force","GBA","2004","Shooter","Namco Bandai Games",0.01,0,0,0,0.02
"15329",15697,"Mechanic Master 2","DS","2010","Puzzle","Crave Entertainment",0.02,0,0,0,0.02
"15330",15698,"Dungeons - The Dark Lord","PC","2011","Strategy","Kalypso Media",0,0.01,0,0,0.02
"15331",15699,"Clover no Kuni no Alice: Wonderful Wonder World","PSP","2011","Adventure","Quinrose",0,0,0.02,0,0.02
"15332",15701,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock","PS2","2007","Misc","D3Publisher",0,0,0.02,0,0.02
"15333",15702,"Lost: Via Domus","PC","2008","Action","Ubisoft",0,0.01,0,0,0.02
"15334",15703,"Monster High 13 Wishes","3DS","2013","Action","Little Orbit",0,0.02,0,0,0.02
"15335",15704,"GA - Geijutsuka Art Design Class: Slapstick Wonder Land","PSP","2010","Adventure","Russel",0,0,0.02,0,0.02
"15336",15705,"Planetarian: Chiisana Hoshi no Yume","PSP","2009","Adventure","Prototype",0,0,0.02,0,0.02
"15337",15706,"Roommate Asami: Okusama wa Joshikousei","PS2","2002","Adventure","Datam Polystar",0,0,0.02,0,0.02
"15338",15707,"Cabbage Patch Kids: The Patch Puppy Rescue","GBA","2007","Misc","D3Publisher",0.01,0,0,0,0.02
"15339",15708,"Sarah: Keeper of the Unicorn","DS","2009","Adventure","DreamCatcher Interactive",0.02,0,0,0,0.02
"15340",15709,"Pirates: Legend of the Black Buccaneer","PS2","2006","Adventure","10TACLE Studios",0.01,0.01,0,0,0.02
"15341",15710,"Back to the Future: The Game","XOne","2015","Adventure","Telltale Games",0,0.02,0,0,0.02
"15342",15711,"Post Mortem","PC","2003","Adventure","Microids",0,0.01,0,0,0.02
"15343",15712,"Ultraman Star Chronicles","PSP","2013","Strategy","Namco Bandai Games",0,0,0.02,0,0.02
"15344",15713,"Ginga Tetsudou 999 DS","DS","2010","Adventure","Culture Brain",0,0,0.02,0,0.02
"15345",15714,"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3","PS3","2015","Action","Namco Bandai Games",0,0,0.02,0,0.02
"15346",15715,"Amagoushi no Yakata","PS2","2007","Adventure","Nippon Ichi Software",0,0,0.02,0,0.02
"15347",15716,"Aedis Eclipse: Generation of Chaos","PSP","2006","Role-Playing","Idea Factory",0.02,0,0,0,0.02
"15348",15717,"This War of Mine","PS4","2016","Action","Deep Silver",0,0.01,0,0,0.02
"15349",15718,"Franklin: A Birthday Surprise","PS2","2006","Misc","Game Factory",0.01,0.01,0,0,0.02
"15350",15719,"Nil Admirari no Tenbin: Teito Genwaku Toukidan","PSV","2016","Adventure","Idea Factory",0,0,0.02,0,0.02
"15351",15721,"Marvel Superheroes 3D: Grandmaster's Challenge","Wii","2010","Action","Neko Entertainment",0,0.01,0,0,0.02
"15352",15722,"Suzunone Seven: Rebirth Knot","PS2","2010","Adventure","Alchemist",0,0,0.02,0,0.02
"15353",15723,"Arslan: The Warriors of Legend","XOne","2016","Action","Tecmo Koei",0.01,0,0,0,0.02
"15354",15724,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar","PSP","2013","Adventure","Idea Factory",0,0,0.02,0,0.02
"15355",15725,"Zoids Dash","DS","2006","Role-Playing","Tomy Corporation",0,0,0.02,0,0.02
"15356",15726,"Digimon Rumble Arena","PS","2001","Fighting","Namco Bandai Games",0.01,0.01,0,0,0.02
"15357",15727,"Vitamin X Evolution Plus","PSP","2010","Adventure","D3Publisher",0,0,0.02,0,0.02
"15358",15728,"Disciples III: Renaissance","PC","2010","Strategy","Kalypso Media",0,0.01,0,0,0.02
"15359",15729,"Revolution: 25th Anniversary Collection","PC","2016","Adventure","Koch Media",0,0.02,0,0,0.02
"15360",15730,"MX vs. ATV Supercross Encore","XOne","2015","Sports","Nordic Games",0.02,0,0,0,0.02
"15361",15731,"Final Fight: Streetwise","XB","2006","Action","Capcom",0.01,0,0,0,0.02
"15362",15732,"Goblin Commander: Unleash the Horde","GC","2003","Strategy","Jaleco",0.01,0,0,0,0.02
"15363",15733,"Super Speed Machines","DS","2009","Racing","Midas Interactive Entertainment",0.02,0,0,0,0.02
"15364",15734,"Nano Diver","PSP","2011","Action","Takara Tomy",0,0,0.02,0,0.02
"15365",15735,"Elkrone no Atelier: Dear for Otomate","PSP","2012","Action","Idea Factory",0,0,0.02,0,0.02
"15366",15736,"DJ Star","DS","2009","Misc","Deep Silver",0.01,0,0,0,0.02
"15367",15737,"Top Gear RPM Tuning","XB","2005","Racing","Wanadoo",0.01,0,0,0,0.02
"15368",15738,"Cookie & Cream","DS","2007","Platform","505 Games",0.01,0,0,0,0.02
"15369",15739,"Memories Off: Yubikiri no Kioku","X360","2010","Adventure","5pb",0,0,0.02,0,0.02
"15370",15740,"Otometeki Koi Kakumei * Love Revo!! DS","DS","2008","Adventure","GungHo",0,0,0.02,0,0.02
"15371",15743,"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4","PS3","2015","Action","Namco Bandai Games",0,0,0.02,0,0.02
"15372",15744,"Elven Legacy Collection","PC","2010","Strategy","Paradox Interactive",0,0.01,0,0,0.02
"15373",15745,"My Ballet Studio","DS","2009","Simulation","505 Games",0.01,0,0,0,0.02
"15374",15746,"Postman Pat: Special Delivery Service","DS","2009","Misc","GSP",0,0.01,0,0,0.02
"15375",15747,"Cross + Channel","PSP","2010","Adventure","CyberFront",0,0,0.02,0,0.02
"15376",15748,"LEGO Star Wars II: The Original Trilogy","PC","2006","Action","Activision",0,0.01,0,0,0.02
"15377",15749,"Summer Challenge: Athletics Tournament","Wii","2011","Sports","PQube",0,0.01,0,0,0.02
"15378",15750,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!","DS","2010","Misc","Namco Bandai Games",0,0,0.02,0,0.02
"15379",15751,"Just Cause","PC","2006","Action","Eidos Interactive",0,0.01,0,0,0.02
"15380",15752,"Abunai: Koi no Sousa Shitsu","PSV","2015","Action","Asgard",0,0,0.02,0,0.02
"15381",15753,"Blazing Angels: Squadrons of WWII","PC","2006","Simulation","Ubisoft",0.01,0,0,0,0.02
"15382",15754,"Let's Yoga!","DS","2007","Misc","Konami Digital Entertainment",0,0,0.02,0,0.02
"15383",15755,"Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne","PS2","2007","Adventure","Marvelous Interactive",0,0,0.02,0,0.02
"15384",15756,"Memories Off: Yubikiri no Kikou","PSP","2011","Adventure","5pb",0,0,0.02,0,0.02
"15385",15757,"L.G.S: Shinsetsu Houshinengi","PSP","2012","Action","Idea Factory",0,0,0.02,0,0.02
"15386",15758,"Battle Engine Aquila","XB","2003","Shooter","Atari",0.01,0,0,0,0.02
"15387",15759,"Turbo: Super Stunt Squad","Wii","2013","Sports","D3Publisher",0,0.02,0,0,0.02
"15388",15760,"Hurry Up Hedgehog!","DS","2009","Racing","O-Games",0.02,0,0,0,0.02
"15389",15761,"Hands On! Tangrams","DS","2009","Puzzle","Storm City Games",0.02,0,0,0,0.02
"15390",15762,"Puzzle Chronicles","DS","2010","Puzzle","Konami Digital Entertainment",0.01,0,0,0,0.02
"15391",15763,"Discworld II: Mortality Bytes!","PS","1996","Adventure","Psygnosis",0.01,0.01,0,0,0.02
"15392",15764,"One Piece Mansion","PS","2001","Action","Capcom",0.01,0.01,0,0,0.02
"15393",15765,"Uchi no 3 Shimai DS","DS","2008","Misc","Culture Brain",0,0,0.02,0,0.02
"15394",15766,"Divinity: Original Sin","PC","2014","Role-Playing","Focus Home Interactive",0,0.02,0,0,0.02
"15395",15767,"Soul Eater: Monotone Princess","Wii","2008","Action","Square Enix",0,0,0.02,0,0.02
"15396",15768,"Strike Witches: Shirogane no Tsubasa","X360","2010","Strategy","CyberFront",0,0,0.02,0,0.02
"15397",15769,"Big Idea's VeggieTales: LarryBoy and the Bad Apple","GBA","2006","Action","Crave Entertainment",0.01,0,0,0,0.02
"15398",15770,"Still Life 2","PC","2009","Adventure","Rondomedia",0,0.01,0,0,0.02
"15399",15771,"Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers","DS","2010","Action","Hudson Soft",0,0,0.02,0,0.02
"15400",15772,"Clock Zero: Shuuen no Ichibyou - ExTime","PSV","2015","Action","Idea Factory",0,0,0.02,0,0.02
"15401",15773,"Moujuutsukai to Oujisama","PS2","2010","Adventure","Idea Factory",0,0,0.02,0,0.02
"15402",15774,"Root Infinity Rexx","PSV","2015","Adventure","Idea Factory",0,0,0.02,0,0.02
"15403",15775,"Cube","PSP","2007","Puzzle","D3Publisher",0.02,0,0,0,0.02
"15404",15776,"Shinseiki GPX Cyber Formula: Road To The INFINITY 4","PS2","2007","Racing","Sunrise Interactive",0,0,0.02,0,0.02
"15405",15777,"Army Men: Major Malfunction","XB","2006","Shooter","Global Star",0.01,0,0,0,0.02
"15406",15778,"Dunamis 15","X360","2011","Adventure","5pb",0,0,0.02,0,0.02
"15407",15779,"Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense","DS","2007","Misc","Gakken",0,0,0.02,0,0.02
"15408",15780,"Worms World Party","PC","2001","Strategy","Virgin Interactive",0,0.01,0,0,0.02
"15409",15781,"Yoake Yori Ruriiro na Portable","PSP","2010","Adventure","Kadokawa Shoten",0,0,0.02,0,0.02
"15410",15782,"Big Bass Fishing","PS","2002","Action","Take-Two Interactive",0,0,0.02,0,0.02
"15411",15783,"Reine des Fleurs","PSV","2015","Action","Idea Factory",0,0,0.02,0,0.02
"15412",15784,"Gears of War","PC","2007","Shooter","Microsoft Game Studios",0,0.01,0,0,0.02
"15413",15785,"Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen","Wii","2007","Simulation","Taito",0,0,0.02,0,0.02
"15414",15786,"Namco Museum 50th Anniversary (JP sales)","PS2","2005","Misc","Namco Bandai Games",0,0,0.02,0,0.02
"15415",15787,"Gummy Bears Magical Medallion","Wii","2011","Platform","Storm City Games",0.02,0,0,0,0.02
"15416",15788,"Colin McRae Rally 2005","PC","2004","Racing","Codemasters",0,0.01,0,0,0.02
"15417",15789,"Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+","PSP","2009","Role-Playing","Gust",0,0,0.02,0,0.02
"15418",15790,"LEGO Star Wars: The Video Game","PC","2005","Action","Eidos Interactive",0,0.01,0,0,0.02
"15419",15792,"Dark Void","PC","2010","Action","Capcom",0,0.01,0,0,0.02
"15420",15793,"Chou!! Super Nep League DS","DS","2008","Sports","Jaleco",0,0,0.02,0,0.02
"15421",15794,"Irritating Stick","PS","1998","Action","Saurus",0.01,0.01,0,0,0.02
"15422",15795,"WTA Tour Tennis","GBA","2002","Sports","Konami Digital Entertainment",0.01,0,0,0,0.02
"15423",15796,"Kaleidoeve","PSV","2015","Adventure","HuneX",0,0,0.02,0,0.02
"15424",15797,"Judge Dredd: Dredd Vs Death","XB","2003","Shooter","Vivendi Games",0.01,0,0,0,0.02
"15425",15798,"Star Trek: Legacy","PC","2006","Simulation","Ubisoft",0,0.01,0,0,0.02
"15426",15799,"NHL 16","X360","2015","Sports","Electronic Arts",0,0.02,0,0,0.02
"15427",15800,"Wall-E","PC","2008","Platform","THQ",0,0.01,0,0,0.02
"15428",15801,"Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu","PS2","2006","Action","D3Publisher",0,0,0.02,0,0.02
"15429",15802,"Davis Cup Tennis","GBA","2002","Sports","Ubisoft",0.01,0,0,0,0.02
"15430",15803,"Pro Rally","GC","2002","Racing","Ubisoft",0.01,0,0,0,0.02
"15431",15804,"XCOM 2","XOne","2016","Strategy","Take-Two Interactive",0.01,0.01,0,0,0.02
"15432",15805,"Football Academy","DS","2009","Sports","Electronic Arts",0,0.01,0,0,0.02
"15433",15806,"Kimi ni Todoke: Sodateru Omoi","DS","2009","Adventure","Banpresto",0,0,0.02,0,0.02
"15434",15807,"Call of Duty: Modern Warfare Trilogy","X360","2016","Shooter","Activision",0.01,0.01,0,0,0.02
"15435",15808,"Let's Pilates!","DS","2007","Misc","Konami Digital Entertainment",0.02,0,0,0,0.02
"15436",15809,"Memories Off #5: Encore","PS2","2007","Adventure","CyberFront",0,0,0.02,0,0.02
"15437",15810,"Brave Story: Boku no Kioku to Negai","DS","2006","Role-Playing","Namco Bandai Games",0,0,0.02,0,0.02
"15438",15811,"Zombie Hunters 2","PS2","2006","Action","Essential Games",0,0,0.02,0,0.02
"15439",15812,"WRC 5: FIA World Rally Championship","X360","2015","Sports","Bigben Interactive",0,0.02,0,0,0.02
"15440",15813,"Custom Drive","PSP","2012","Action","D3Publisher",0,0,0.02,0,0.02
"15441",15815,"Tsuyo Kiss 2 Gakki: Swift Love","PS2","2009","Adventure","Revolution (Japan)",0,0,0.02,0,0.02
"15442",15816,"Achtung Panzer: Kharkov 1943","PC","2010","Strategy","Mamba Games",0,0.01,0,0,0.02
"15443",15817,"Konductra","DS","2006","Puzzle","O3 Entertainment",0.02,0,0,0,0.02
"15444",15818,"Samurai Jack: The Shadow of Aku","GC","2004","Action","Sega",0.01,0,0,0,0.02
"15445",15819,"Winning Post 7 2013","PSV","2013","Sports","Tecmo Koei",0,0,0.02,0,0.02
"15446",15820,"Platypus","PSP","2006","Shooter","Funsta",0.02,0,0,0,0.02
"15447",15821,"Command & Conquer 4: Tiberian Twilight","PC","2010","Strategy","Electronic Arts",0,0.01,0,0,0.02
"15448",15822,"The Incredibles: Rise of the Underminer","PC","2005","Action","THQ",0.01,0,0,0,0.02
"15449",15823,"Winter Sports 3: The Great Tournament","X360","2010","Sports","Tradewest",0,0.01,0,0,0.02
"15450",15824,"Farm Frenzy","PC","2008","Strategy","Mumbo Jumbo",0.01,0,0,0,0.02
"15451",15825,"Ore wa Shoujo Mangaka","PSP","2012","Action","Giza10",0,0,0.02,0,0.02
"15452",15826,"Busou Renkin: Youkoso Papillon Park e","PS2","2007","Action","Marvelous Interactive",0,0,0.02,0,0.02
